x = temp. degC, y = integration time, z = pixel counts
z(x,y) = p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
px_num	rmse	p00	p10	p01	p20	p11	p30	p21
1011	98.8082	1395.08	25.977	1.65342e-05	-1.38675	-2.77163e-06	0.0195969	1.2576e-07	
1012	67.782	1421.59	19.8421	7.8327e-06	-1.02786	-2.32577e-06	0.0141901	7.69432e-08	
1013	83.202	1404.92	23.7608	1.15482e-05	-1.23654	-2.67819e-06	0.0171449	9.95371e-08	
1014	71.2112	1420.9	19.9711	1.12061e-05	-1.04998	-2.25763e-06	0.0146304	8.86288e-08	
1015	93.4084	1397.65	25.6461	1.38027e-05	-1.35629	-2.84935e-06	0.0190326	1.16515e-07	
1016	96.4313	1396.99	25.5825	1.59699e-05	-1.36883	-2.78225e-06	0.0193652	1.25804e-07	
1017	70.313	1420.12	20.3047	8.44076e-06	-1.05184	-2.35092e-06	0.0145438	7.8891e-08	
1018	77.0719	1415.85	21.092	1.08085e-05	-1.11198	-2.31498e-06	0.0155995	9.17719e-08	
1019	95.0495	1402.53	24.4892	1.61996e-05	-1.31782	-2.66459e-06	0.0187182	1.24063e-07	
1020	100.261	1397.42	25.6654	1.73328e-05	-1.38574	-2.90491e-06	0.0197145	1.34355e-07	
1021	88.9935	1402.29	24.1808	1.44885e-05	-1.27994	-2.62543e-06	0.0179463	1.13388e-07	
1022	91.5782	1400.22	24.5777	1.55195e-05	-1.30733	-2.69389e-06	0.0184032	1.18378e-07	
1023	93.3579	1395.59	26.0278	1.42231e-05	-1.3675	-2.88178e-06	0.0191071	1.15335e-07	
1024	100.129	1394.65	26.6485	1.6377e-05	-1.42316	-2.90807e-06	0.0201075	1.29448e-07	
